user_id,isbn,rating
11676,0002005018,7.352621475855509
116866,0002005018,8.124627272288004
152827,0060973129,7.655947605768839
157969,0374157065,7.243165651957193
67958,0399135782,8.525083382924397
213191,0399135782,6.709100961685179
245827,0399135782,5.562964717547098
11676,0671870432,6.2337234020233145
263256,1558746218,6.256365180015563
226745,1881320189,7.497045437494912
7352,0440234743,5.499173601468404
12923,0440234743,6.538113594055175
13552,0440234743,7.382182200749715
21264,0440234743,5.496452649434407
31299,0440234743,7.290718634923298
64535,0440234743,6.1732935905456525
70666,0440234743,5.780466636021931
75819,0440234743,6.935808261235555
79740,0440234743,4.4023055235544835
85534,0440234743,8.251147747039795
100393,0440234743,3.581222891807556
108143,0440234743,7.1810543537139875
116127,0440234743,6.29337700208028
122251,0440234743,5.860053261121113
128463,0440234743,6.55682865778605
131703,0440234743,6.438676993052164
132144,0440234743,6.622950474421181
134863,0440234743,6.899308443069458
136707,0440234743,6.5434517065683995
143939,0440234743,6.508561293284097
144062,0440234743,8.465173880259195
150400,0440234743,6.083043734232583
154730,0440234743,3.6066775520642596
165884,0440234743,4.852686683336894
187533,0440234743,7.045120318730672
187944,0440234743,6.660156488418577
217516,0440234743,5.989972829818726
227392,0440234743,4.698331991831461
240567,0440234743,6.134765148162842
245616,0440234743,4.36564048131307
250101,0440234743,8.866844177246094
258884,0440234743,5.764581759770711
259223,0440234743,7.9047532081604
273979,0440234743,6.6153759956359846
6242,0452264464,5.587477525075276
8570,0452264464,6.855752388636271
11104,0452264464,6.9851336479187
11676,0452264464,7.577696164449056
36197,0452264464,6.561322689056396
36907,0452264464,7.876393477121988
80837,0452264464,6.5603861808776855
102359,0452264464,8.542408784230549
144803,0452264464,6.638677676518757
165319,0452264464,6.021311918894449
174633,0452264464,7.920889218648274
221232,0452264464,7.576507727305094
252627,0452264464,8.155223449071247
271135,0452264464,5.958821217219035
271144,0452264464,4.7539750734965
11676,0609804618,7.264829635620116
79089,0609804618,7.398586988449097
271622,0609804618,8.330575386683146
141518,1841721522,8.321768124898274
157118,1841721522,8.90960923830668
14,0689821166,3.0130126078923545
4784,0971880107,3.4721693793932595
8453,0971880107,2.7231126228968305
11554,0971880107,1.541107137997945
12264,0971880107,2.469944218794505
13088,0971880107,3.0351269642512007
13221,0971880107,2.5289163192113238
14049,0971880107,3.138744513193766
14461,0971880107,3.7179706295331316
20147,0971880107,2.4105159640312195
21404,0971880107,2.796554883321126
24664,0971880107,2.42242431640625
28091,0971880107,2.405924876530965
