,user_id,isbn,rating
0,11676,0002005018,7.3215742111206055
1,116866,0002005018,8.680586814880371
2,152827,0060973129,8.106218338012695
3,157969,0374157065,7.993412494659424
4,67958,0399135782,8.520072937011719
5,213191,0399135782,6.241887092590332
6,245827,0399135782,5.5733137130737305
7,11676,0671870432,6.082534313201904
8,263256,1558746218,7.0
9,226745,1881320189,8.399332046508789
10,7352,0440234743,5.597373962402344
11,12923,0440234743,7.0
12,13552,0440234743,7.085553169250488
13,21264,0440234743,4.62562370300293
14,31299,0440234743,7.314154148101807
15,64535,0440234743,6.288887977600098
16,70666,0440234743,5.97110652923584
17,75819,0440234743,6.286726951599121
18,79740,0440234743,4.386927604675293
19,85534,0440234743,8.31864070892334
20,100393,0440234743,4.1746745109558105
21,108143,0440234743,7.37097692489624
22,116127,0440234743,7.0
23,122251,0440234743,2.4362151622772217
24,128463,0440234743,7.0
25,131703,0440234743,7.0
26,132144,0440234743,7.0
27,134863,0440234743,6.562696933746338
28,136707,0440234743,7.0
29,143939,0440234743,7.317002296447754
30,144062,0440234743,8.70872688293457
31,150400,0440234743,7.0
32,154730,0440234743,3.8632514476776123
33,165884,0440234743,2.7031469345092773
34,187533,0440234743,7.7914228439331055
35,187944,0440234743,7.0
36,217516,0440234743,6.07350492477417
37,227392,0440234743,4.587515354156494
38,240567,0440234743,6.211479663848877
39,245616,0440234743,3.626054048538208
40,250101,0440234743,8.929285049438477
41,258884,0440234743,6.181794166564941
42,259223,0440234743,7.2541704177856445
43,273979,0440234743,6.9634528160095215
44,6242,0452264464,4.338603973388672
45,8570,0452264464,6.745315074920654
46,11104,0452264464,9.105812072753906
47,11676,0452264464,6.703341007232666
48,36197,0452264464,7.0
49,36907,0452264464,7.961577892303467
50,80837,0452264464,6.462432861328125
51,102359,0452264464,7.796607971191406
52,144803,0452264464,7.0
53,165319,0452264464,5.904210090637207
54,174633,0452264464,8.284162521362305
55,221232,0452264464,7.102914810180664
56,252627,0452264464,8.493746757507324
57,271135,0452264464,4.396347522735596
58,271144,0452264464,4.7018938064575195
59,11676,0609804618,8.291309356689453
60,79089,0609804618,8.599528312683105
61,271622,0609804618,9.1556396484375
62,141518,1841721522,9.3878173828125
63,157118,1841721522,9.595605850219727
64,14,0689821166,5.407144069671631
65,4784,0971880107,5.561380386352539
66,8453,0971880107,7.0
67,11554,0971880107,1.995713710784912
68,12264,0971880107,7.0
69,13088,0971880107,7.0
70,13221,0971880107,3.243283271789551
71,14049,0971880107,2.9313137531280518
72,14461,0971880107,4.432623386383057
73,20147,0971880107,3.275324583053589
74,21404,0971880107,1.3582191467285156
75,24664,0971880107,7.0
76,28091,0971880107,4.177542686462402
77,28735,0971880107,2.97410249710083
78,32329,0971880107,4.4479522705078125
79,33535,0971880107,7.0
80,37538,0971880107,2.689636707305908
81,40841,0971880107,7.0
82,41596,0971880107,1.6874990463256836
83,45666,0971880107,7.0
84,46398,0971880107,3.937088966369629
85,49954,0971880107,7.0
86,51803,0971880107,2.0227389335632324
87,55894,0971880107,7.0
88,59994,0971880107,2.4720404148101807
89,60633,0971880107,7.0
90,61028,0971880107,3.597454309463501
91,64819,0971880107,7.0
92,65145,0971880107,3.2851078510284424
