Unnamed: 0,user_id,isbn,rating
0,11676,0002005018,8.070348739624023
1,116866,0002005018,9.55908203125
2,152827,0060973129,9.851701736450195
3,157969,0374157065,8.024309158325195
4,67958,0399135782,10.272316932678224
5,213191,0399135782,6.692990303039551
6,245827,0399135782,6.314918518066406
7,11676,0671870432,6.020511627197266
8,263256,1558746218,7.880212783813477
9,226745,1881320189,8.034147262573242
10,7352,0440234743,5.942028045654297
11,12923,0440234743,6.600321769714356
12,13552,0440234743,7.565188884735107
13,21264,0440234743,4.616225719451904
14,31299,0440234743,7.385989189147949
15,64535,0440234743,6.374344825744629
16,70666,0440234743,5.897262096405029
17,75819,0440234743,6.6442461013793945
18,79740,0440234743,4.332942962646484
19,85534,0440234743,8.092330932617188
20,100393,0440234743,3.0027432441711426
21,108143,0440234743,7.081274032592773
22,116127,0440234743,6.911712169647217
23,122251,0440234743,4.501518249511719
24,128463,0440234743,5.895818710327148
25,131703,0440234743,7.863488674163818
26,132144,0440234743,5.847800254821777
27,134863,0440234743,6.555270195007324
28,136707,0440234743,5.260349273681641
29,143939,0440234743,6.915174961090088
30,144062,0440234743,9.057517051696776
31,150400,0440234743,5.87671422958374
32,154730,0440234743,3.659377098083496
33,165884,0440234743,5.136497497558594
34,187533,0440234743,4.981252670288086
35,187944,0440234743,5.197012901306152
36,217516,0440234743,5.9007062911987305
37,227392,0440234743,5.830767154693604
38,240567,0440234743,6.043820381164551
39,245616,0440234743,4.126208782196045
40,250101,0440234743,9.10250473022461
41,258884,0440234743,5.690162658691406
42,259223,0440234743,8.310991287231445
43,273979,0440234743,7.268491268157959
44,6242,0452264464,5.028852462768555
45,8570,0452264464,6.484640121459961
46,11104,0452264464,7.443244934082031
47,11676,0452264464,7.311583042144775
48,36197,0452264464,5.859671592712402
49,36907,0452264464,8.589106559753418
50,80837,0452264464,7.305860042572021
51,102359,0452264464,8.299753189086914
52,144803,0452264464,7.228309631347656
53,165319,0452264464,5.264115333557129
54,174633,0452264464,8.779411315917969
55,221232,0452264464,7.790303707122803
56,252627,0452264464,8.985861778259277
57,271135,0452264464,6.195253849029541
58,271144,0452264464,4.665098667144775
59,11676,0609804618,8.081487655639648
60,79089,0609804618,7.375443458557129
61,271622,0609804618,8.593912124633789
62,141518,1841721522,8.447961807250977
63,157118,1841721522,9.350637435913086
64,14,0689821166,7.635047912597656
65,4784,0971880107,3.311884641647339
66,8453,0971880107,1.938035488128662
67,11554,0971880107,7.44999885559082
68,12264,0971880107,1.561307668685913
69,13088,0971880107,4.6594743728637695
70,13221,0971880107,2.153740406036377
71,14049,0971880107,2.7387924194335938
72,14461,0971880107,4.229079246520996
73,20147,0971880107,3.4345624446868896
74,21404,0971880107,3.085144519805908
75,24664,0971880107,6.71908712387085
76,28091,0971880107,1.815723419189453
77,28735,0971880107,3.605724334716797
78,32329,0971880107,3.485313415527344
79,33535,0971880107,1.832247495651245
80,37538,0971880107,3.890516519546509
81,40841,0971880107,2.769437313079834
82,41596,0971880107,1.7512003183364868
83,45666,0971880107,1.2484798431396484
84,46398,0971880107,2.7316761016845703
85,49954,0971880107,1.092862606048584
86,51803,0971880107,2.142261505126953
87,55894,0971880107,2.690757989883423
88,59994,0971880107,3.104497194290161
89,60633,0971880107,2.640681743621826
90,61028,0971880107,4.848860740661621
91,64819,0971880107,2.830061197280884
92,65145,0971880107,3.791840314865112
93,65370,0971880107,1.9075117111206052
94,67636,0971880107,1.552934169769287
95,67704,0971880107,3.40394926071167
96,69378,0971880107,2.541297674179077
97,70153,0971880107,3.5584683418273926
98,71162,0971880107,2.894495964050293
99,71464,0971880107,2.124572515487671
100,72030,0971880107,2.1905291080474854
101,74910,0971880107,2.910983085632324
102,79738,0971880107,3.769931316375733
103,83469,0971880107,2.84857177734375
104,84682,0971880107,3.5929512977600098
105,89867,0971880107,1.3906636238098145
106,91254,0971880107,5.239638328552246
107,92727,0971880107,2.547935485839844
108,98655,0971880107,3.0983448028564453
109,104268,0971880107,3.900192260742188
110,111433,0971880107,7.0803937911987305
111,114434,0971880107,1.6077241897583008
112,121070,0971880107,3.784676551818848
113,127619,0971880107,1.3784236907958984
114,128447,0971880107,2.506234884262085
115,130915,0971880107,4.25559139251709
116,133645,0971880107,2.199161529541016
117,136139,0971880107,3.819640874862671
118,136237,0971880107,2.413578987121582
119,141842,0971880107,2.734137535095215
120,142600,0971880107,3.478212833404541
121,144133,0971880107,2.912785530090332
122,148191,0971880107,1.3448400497436523
123,150657,0971880107,1.2915725708007812
124,157783,0971880107,2.1736841201782227
125,159720,0971880107,1.4332051277160645
126,160241,0971880107,6.805435657501221
127,161726,0971880107,3.234799385070801
128,171506,0971880107,4.366867065429688
129,172406,0971880107,4.267687797546387
130,173190,0971880107,2.3996458053588867
131,173315,0971880107,2.8875491619110107
132,174657,0971880107,3.364906311035156
133,175254,0971880107,3.187650680541992
134,178072,0971880107,2.4350290298461914
135,179791,0971880107,4.567216873168945
136,180149,0971880107,1.474719524383545
137,180447,0971880107,2.8946924209594727
138,180795,0971880107,4.187358379364014
139,181316,0971880107,3.0914196968078613
140,190885,0971880107,2.505667209625244
141,191214,0971880107,2.652082920074463
142,197550,0971880107,6.719967842102051
143,198045,0971880107,3.2135980129241943
144,201521,0971880107,1.6369593143463137
145,204652,0971880107,1.8564395904541016
146,208478,0971880107,2.9243555068969727
147,209486,0971880107,3.8553566932678223
148,210695,0971880107,3.181048393249512
149,216262,0971880107,2.7840394973754883
150,216397,0971880107,2.3546905517578125
151,219132,0971880107,4.088780879974365
152,219949,0971880107,3.425549030303955
153,225832,0971880107,2.90887451171875
154,230436,0971880107,2.7387712001800537
155,233451,0971880107,3.602207660675049
156,233857,0971880107,3.134826421737671
157,233871,0971880107,3.325195550918579
158,234784,0971880107,3.123833417892456
159,234925,0971880107,4.592732906341553
160,235506,0971880107,4.248206615447998
161,235698,0971880107,4.241489410400391
162,237283,0971880107,2.6408560276031494
163,239847,0971880107,3.0317344665527344
164,240541,0971880107,3.423372745513916
165,242639,0971880107,3.403630495071411
166,245829,0971880107,2.3967111110687256
167,246344,0971880107,1.9165396690368648
168,248566,0971880107,1.7206649780273438
169,249827,0971880107,1.5680170059204102
170,254589,0971880107,2.1740169525146484
171,258675,0971880107,2.4085230827331543
172,260897,0971880107,2.6428091526031494
173,261015,0971880107,3.993767738342285
174,263078,0971880107,4.850934982299805
175,263979,0971880107,2.1554994583129883
176,264415,0971880107,7.173917293548584
177,267881,0971880107,1.647817611694336
178,269607,0971880107,2.8581910133361816
179,269852,0971880107,2.733917236328125
180,271364,0971880107,1.819338321685791
181,22463,0345402871,8.04590129852295
182,28731,0345402871,6.406697750091553
183,35945,0345402871,5.224886894226074
184,37511,0345402871,10.624927520751951
185,41084,0345402871,8.083293914794922
186,55892,0345402871,8.029413223266602
187,67244,0345402871,8.185861587524414
188,86680,0345402871,4.614170074462891
189,107244,0345402871,9.789113998413086
190,170154,0345402871,6.617461204528809
191,204591,0345402871,7.051852703094482
192,234162,0345402871,6.496841430664063
193,234672,0345402871,7.896374225616455
194,236235,0345402871,9.672971725463867
195,267377,0345402871,5.512650966644287
196,275195,0345402871,9.22451400756836
197,1848,0345417623,7.563129425048828
198,10470,0345417623,6.488792419433594
199,16551,0345417623,6.714548587799072
200,19085,0345417623,7.556406497955322
201,30594,0345417623,7.108094215393066
202,32188,0345417623,7.4955244064331055
203,58351,0345417623,7.170009613037109
