Unnamed: 0,user_id,isbn,rating
0,11676,0002005018,7.417372226715088
1,116866,0002005018,8.259671211242676
2,152827,0060973129,9.740140914916992
3,157969,0374157065,8.269994735717773
4,67958,0399135782,9.18918228149414
5,213191,0399135782,7.177009582519531
6,245827,0399135782,6.445766925811768
7,11676,0671870432,7.261260986328125
8,263256,1558746218,5.486410140991211
9,226745,1881320189,7.376218795776367
10,7352,0440234743,5.922885417938232
11,12923,0440234743,6.885423183441162
12,13552,0440234743,7.541885375976562
13,21264,0440234743,5.260358810424805
14,31299,0440234743,7.747101783752441
15,64535,0440234743,6.43887186050415
16,70666,0440234743,6.002810478210449
17,75819,0440234743,6.960325717926025
18,79740,0440234743,4.690552234649658
19,85534,0440234743,8.45986557006836
20,100393,0440234743,3.8228955268859854
21,108143,0440234743,8.028038024902344
22,116127,0440234743,6.585182189941406
23,122251,0440234743,6.60133695602417
24,128463,0440234743,6.0316267013549805
25,131703,0440234743,6.811288833618164
26,132144,0440234743,6.61119556427002
27,134863,0440234743,6.685687065124512
28,136707,0440234743,7.548177242279053
29,143939,0440234743,7.433671474456787
30,144062,0440234743,9.065285682678224
31,150400,0440234743,6.128145694732666
32,154730,0440234743,4.451166152954102
33,165884,0440234743,4.547341346740723
34,187533,0440234743,6.330325126647949
35,187944,0440234743,6.3870625495910645
36,217516,0440234743,5.952559471130371
37,227392,0440234743,5.397366046905518
38,240567,0440234743,6.616644859313965
39,245616,0440234743,4.506943702697754
40,250101,0440234743,9.022594451904297
41,258884,0440234743,6.348437309265137
42,259223,0440234743,8.137367248535156
43,273979,0440234743,6.800890922546387
44,6242,0452264464,5.489079475402832
45,8570,0452264464,7.272797584533691
46,11104,0452264464,8.852180480957031
47,11676,0452264464,7.556294918060303
48,36197,0452264464,6.90827751159668
49,36907,0452264464,8.56470775604248
50,80837,0452264464,7.055691242218018
51,102359,0452264464,8.525416374206543
52,144803,0452264464,7.0240912437438965
53,165319,0452264464,5.942417144775391
54,174633,0452264464,9.495343208312988
55,221232,0452264464,8.166058540344238
56,252627,0452264464,8.80991268157959
57,271135,0452264464,7.080971717834473
58,271144,0452264464,5.375345230102539
59,11676,0609804618,8.43882942199707
60,79089,0609804618,7.113628387451172
61,271622,0609804618,8.476882934570312
62,141518,1841721522,8.269505500793457
63,157118,1841721522,10.244425773620604
64,14,0689821166,1.6900161504745483
65,4784,0971880107,6.258728981018066
66,8453,0971880107,4.229928970336914
67,11554,0971880107,1.4915207624435425
68,12264,0971880107,2.606495857238769
69,13088,0971880107,3.103731870651245
70,13221,0971880107,3.7994117736816406
71,14049,0971880107,3.720362901687622
72,14461,0971880107,5.278576850891113
73,20147,0971880107,4.081076622009277
74,21404,0971880107,2.4022223949432373
75,24664,0971880107,1.5743982791900637
76,28091,0971880107,3.226501703262329
77,28735,0971880107,3.346580982208252
78,32329,0971880107,4.109253883361816
79,33535,0971880107,2.278810739517212
80,37538,0971880107,4.528514385223389
81,40841,0971880107,4.078128337860107
82,41596,0971880107,2.2499966621398926
83,45666,0971880107,3.00931978225708
84,46398,0971880107,2.883018970489502
85,49954,0971880107,3.68195366859436
86,51803,0971880107,2.239288568496704
87,55894,0971880107,2.9589076042175293
88,59994,0971880107,3.741572380065918
89,60633,0971880107,3.576472759246826
